,type,treasuryAddress,deepDaoInsertedAt,chainId
98,vesting,0x3d30b1ab88d487b0f3061f40de76845bec3f1e94,2022-05-10,1
99,liquid,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,2021-12-06,1
100,liquid,0x3dd46846eed8d147841ae162c8425c08bd8e1b41,2022-07-12,1
101,liquid,0x3dfc49e5112005179da613bde5973229082dac35,2022-08-08,1
102,liquid,0x3e40d73eb977dc6a537af587d48316fee66e9c8c,2021-12-06,1
103,liquid,0x3e8d2bcc731c88fbaee34778eadeeb9b4f6ba778,2022-06-21,1
104,liquid,0x3ee84f024a6d877516f26942784c31546c18d1ad,2022-08-24,1
105,liquid,0x3f0ad15fb1ee96f649499c6198713d11781d93f2,2022-07-27,2
106,liquid,0x4059c4a0b8a2B528C4f2E101A3bB8fB169aBa4fB,2022-09-29,56
107,liquid,0x40d73df4f99bae688ce3c23a01022224fe16c7b2,2021-12-06,1
108,liquid,0x40edbc75c543954cdd9c5ae7398342788f46a85b,2022-12-03,137
109,liquid,0x426884c1f0a87711fbbca056e051f28d07f78be0,2022-11-17,1
110,liquid,0x4299fc8ef72bce11b3d816e4528c24527fb09e8f,2021-12-06,1
111,vesting,0x42c1357aaa3243ea30c713cdfed115d09f10a71d,2022-05-10,1
112,liquid,0x42cd8312d2bce04277dd5161832460e95b24262e,2022-03-22,1
113,liquid,0x43310bd1c8f261ee7b9025662207ed95329aa193,2021-12-06,1
114,vesting,0x43b17088503f4ce1aed9fb302ed6bb51ad6694fa,2022-11-03,1
115,liquid,0x4441776e6a5d61fa024a5117bfc26b953ad1f425,2021-12-06,1
116,liquid,0x4457d81a97ab6074468da95f4c0c452924267da5,2022-08-15,1
117,liquid,0x4472e37170b12c9ab7aa1af0903e8c392aad4cbb,2022-02-22,1
118,liquid,0x44b1c0a3335583a7f38668f6ab3034c3141b5aa1,2022-10-31,1
119,liquid,0x44d55a8492a90640dc6af013657eaf1ac5bc9548,2021-12-06,1
120,liquid,0x44f2f58eb410c3099d59db44e8ab9859e886c176,2021-12-06,1
121,liquid,0x4570b4faf71e23942b8b9f934b47ccedf7540162,2021-12-06,1
122,liquid,0x462a63d4405a6462b157341a78fd1babfd3f8065,2022-02-02,1
123,liquid,0x464c71f6c2f760dda6093dcb91c24c39e5d6e18c,2021-12-15,1
124,liquid,0x468a763d5b3ab6cc9e224ae9e2895e28583c6a3a,2022-01-24,1
125,liquid,0x46abfe1c972fca43766d6ad70e1c1df72f4bb4d1,2022-01-05,1
126,liquid,0x46e6c3f0365b99dae411eb4857fff928007865ba,2022-10-24,1
127,liquid,0x46f2a6efd0163b90f5f65fdc965ba3cf865ebaa6,2021-12-06,1
128,vesting,0x4750c43867ef5f89869132eccf19b9b6c4286e1a,2021-12-06,1
129,liquid,0x47F238eF7F6B9e4f8452d77228B101f7c0419733,2022-08-11,1
130,liquid,0x485db90aa67b09c0a78a1fc14f43ffe95d626675,2022-06-21,137
131,liquid,0x490254bf34590e8177de4f73bc9941554da7e683,2022-10-24,1
132,liquid,0x49a59d505b40f9db89bba418419342980f7b6605,2022-11-03,1
133,liquid,0x49be88f0fcc3a8393a59d3688480d7d253c37d2a,2022-07-31,1
134,liquid,0x4a6bf7737b54195bfb72030d8f2bf7cf2b466dc3,2022-04-04,1
135,liquid,0x4aea6af5080859d0a16e61dcd102c49248397e9d,2022-08-01,137
136,liquid,0x4b35388c0cc17c5037728da6e0cb72515912ed51,2021-12-06,1
137,vesting,0x4b4e140d1f131fdad6fb59c13af796fd194e4135,2022-05-10,1
138,liquid,0x4bec8e49aa44bb520bd5e29d6358e22464b5eb68,2021-12-06,1
139,liquid,0x4bed1bbb74c6587a61538e541fb2b42e30d629f9,2022-07-27,2
140,liquid,0x4c7aa5fb97d10343b60cb61c4e0e14f6cd331eb2,2022-08-22,137
141,liquid,0x4cae362d7f227e3d306f70ce4878e245563f3069,2021-12-06,1
142,liquid,0x4deca517d6817b6510798b7328f2314d3003abac,2022-11-04,1
143,liquid,0x4e0ceebad02c58b2fc0914d25d791fb9be46a0a9,2022-11-01,1
144,liquid,0x4efd8cead66bb0fa64c8d53ebe65f31663199c6d,2021-12-06,1
145,liquid,0x4f3b4FcDCaDB3a9891973611921cd13959609542,2022-08-11,137
146,liquid,0x4f4ac7a7032a14243aebda98ee04a5d7fe293d07,2022-11-16,1
147,liquid,0x4f812321d12b9d9736c87dde98ff3245cc370833,2022-11-01,1
148,liquid,0x5040a19e59fecc9bdf62cea2f71a4604408c67bf,2021-12-06,1
149,liquid,0x50d9fbebdd7fd36c0716fc1faaa9248bab6bbcc0,2021-12-06,1
150,liquid,0x515aef991f262d0d098dacfb57fccfe9852ff9c1,2021-12-06,1
151,liquid,0x519b70055af55a007110b4ff99b0ea33071c720a,2021-12-06,1
152,liquid,0x51D96079CA93A8d22c3aFD5d2EeB4FdBEae13e7A,2022-10-03,56
153,liquid,0x5222ff25f4dfc02d173c2cbd2055ee1d35f291f1,2022-09-15,1
154,liquid,0x526ed9d7bd5641ba7638fa0eebe8d22b8cb32304,2022-04-04,1
155,liquid,0x53efa417a28508cbb7dc4a874e2feaa7c5792868,2022-04-13,1
156,liquid,0x54396b93c10c685a21c8b5610c15f82a54c9c22e,2021-12-06,1
157,liquid,0x5461348662229e316fca1880890946338100731b,2022-11-05,56
158,liquid,0x552d8a7d1e20aa842a43a6f7b9782f08d750545e,2021-12-06,1
159,liquid,0x553826cb0d0ee63155920f42b4e60aae6607dfcb,2022-11-17,1
160,liquid,0x556ecbb0311d350491ba0ec7e019c354d7723ce0,2021-12-27,1
161,vesting,0x55ac81186e1a8454c79ad78c615c43f54f87403b,2022-11-07,1
162,liquid,0x55eafe832507e652c48b25a957bd3a15420aa805,2021-12-06,2
163,vesting,0x56475a4a8D00b6F7b01E0879CBbba609707aef6b,2022-06-07,1
164,liquid,0x567d220b0169836cbf351df70a9c517096ec9de7,2021-12-06,1
165,liquid,0x569a4c85c1bda28921a58c234a8a39d789175a4c,2021-12-06,1
166,liquid,0x56fcb471a9dde74045830439ad6612c9aad53c19,2021-12-08,1
167,liquid,0x574703381d4cB4eEB474e43eeE97E3D9986e48a7,2022-10-19,1
168,liquid,0x576cd258835c529b54722f84bb7d4170aa932c64,2022-03-09,1
169,liquid,0x577cbb041c645882d6c9e9b24deb786429d29cb5,2021-12-06,1
170,liquid,0x57875ef0e6bdd9bb32ff033e80ed8479313a36c3,2021-12-06,1
171,liquid,0x5789176525c2062bebd3457ff8d55e14c203b715,2022-11-29,56
172,liquid,0x57a8865cfb1ecef7253c27da6b4bc3daee5be518,2022-01-13,1
173,liquid,0x57d2d86d32497bc4aed3b603a391db50c10d7fa1,2022-11-22,1
174,liquid,0x58234d4bf7a83693dc0815d97189ed7d188f6981,2022-03-03,1
175,liquid,0x5844c36d6f803213ca3f7fdac39a0d78f918ee3c,2022-12-03,2
176,liquid,0x586b9b2f8010b284a0197f392156f1a7eb5e86e9,2022-11-22,1
177,liquid,0x58c37a622cdf8ace54d8b25c58223f61d0d738aa,2022-07-18,1
178,liquid,0x5a49fb12f512451819caeb7f4be37e89f0eb0afd,2021-12-06,1
179,liquid,0x5a5af26293c4e1df61dde1ae10b9013e519c3551,2022-10-21,1
180,liquid,0x5a7c5505f3cfb9a0d9a8493ec41bf27ee48c406d,2022-11-17,1
181,liquid,0x5a83cf27357ab7307b561bc712656ff302bd77b0,2022-08-08,56
182,liquid,0x5ab8e3a7bc8be9efdd0943ab65221bdf240518c3,2021-12-06,1
183,liquid,0x5afedef1755e22a9f7d4a2026b0e8a1379a5cfae,2022-10-20,1
184,liquid,0x5cab7692d4e94096462119ab7bf57319726eed2a,2021-12-06,1
185,liquid,0x5d72c2e0ba66534606352e845cec4814ffb60648,2022-08-14,1
186,liquid,0x5d91eb912928c009675d606123e91e1f788b8085,2022-06-30,1
187,liquid,0x5e8c17a6065c35b172b10e80493d2266e2947df4,2021-12-06,1
188,liquid,0x5efda50f22d34f262c29268506c5fa42cb56a1ce,2021-12-06,1
189,liquid,0x60b47716d3893b06cc43b66d7c8221e0cac63a9b,2022-02-24,1
190,liquid,0x60e18f4971077412af2bd0297999093642f28e15,2021-12-06,1
191,liquid,0x60e7343205c9c88788a22c40030d35f9370d302d,2021-12-15,1
192,liquid,0x614962025820c57d6af5acff56b5879237daf559,2021-12-06,1
193,liquid,0x63278bf9acdfc9fa65cfa2940b89a34adfbcb4a1,2022-11-29,1
194,liquid,0x633b7218644b83d57d90e7299039ebab19698e9c,2022-03-07,1
195,liquid,0x63931acddae3b15cbdd0160dcf21b9776f8092e5,2021-12-06,1
196,liquid,0x639572471f2f318464dc01066a56867130e45e25,2022-03-14,1
197,liquid,0x63d9265ce1374d9cccdc22d2354c6e9c034815e8,2022-08-21,137
198,liquid,0x6590E079F8d74746C27Fe0Bf49fEc3Cd1e8B68D5,2022-08-11,137
199,liquid,0x65a5076c0ba74e5f3e069995dc3dab9d197d995c,2022-09-14,137
200,liquid,0x66b6fd8097e078cb8e0f7916efb8be76849b3442,2021-12-06,1
201,liquid,0x69a62c24f16d4914a48919613e8ee330641bcb94,2021-12-06,1
202,liquid,0x6adeb4fddb63f08e03d6f5b9f653be8b65341b35,2021-12-15,1
203,liquid,0x6b7c33d06c442d1f5a08f00aeb80c0578bb706fd,2021-12-06,1
204,liquid,0x6d6F646C43726f77646C6f610000000000000000,2022-06-06,666
205,liquid,0x6d6f646C70792f74727372790000000000000000,2022-06-06,666
206,liquid,0x6d903f6003cca6255d85cca4d3b5e5146dc33925,2022-05-10,1
207,liquid,0x6df748fd1d9154ffaea6f2f59d369ccacc1c9f2c,2022-07-25,1
208,liquid,0x6f76c6a1059093e21d8b1c13c4e20d8335e2909f,2022-03-09,1
209,liquid,0x7000da3159eb1d395dfe1896986f5b2b35723c1e,2022-10-31,1
210,liquid,0x7099b4d99876480fcc0ac46d7809b7287a946050,2021-12-06,1
211,liquid,0x7128f5ff32ed07ce12e6a9debe32bb40f9884b3c,2022-11-04,1
212,liquid,0x71ab8456cfa3ab603c76862afc1a3187920b805b,2022-08-21,137
213,liquid,0x71e47a4429d35827e0312aa13162197c23287546,2022-10-31,1
214,liquid,0x71e667b90c50789324fccc31d27cf58da2c7849b,2022-04-13,1
215,liquid,0x739d280d267b90b5cda1643c548a0f68cde26161,2022-03-07,1
216,liquid,0x744d16d200175d20e6d8e5f405aefb4eb7a962d1,2021-12-06,1
217,liquid,0x768536f03b64e6903c452514596886305e752589,2021-12-06,1
218,liquid,0x7767a2e18f0c477b20e85bd5252b3643d273cd25,2022-04-13,1
219,liquid,0x78605df79524164911c144801f41e9811b7db73d,2021-12-06,1
220,liquid,0x7862a4314508a9de68fc5e71876d46a1bf4ae032,2022-08-16,1
221,liquid,0x78a3ef33cf033381feb43ba4212f2af5a5a0a2ea,2022-11-16,1
222,liquid,0x7916ed491c52c4b3d4b4384d6f1209ee900b97f5,2022-08-08,1
223,liquid,0x7951c7ef839e26f63da87a42c9a87986507f1c07,2022-11-17,1
224,vesting,0x799efad6893b616159726fb6916f31ee5f111eb3,2022-09-14,1
225,vesting,0x79ec13d705fb1ea9fba4afa044f1a436c1ae3b9d,2022-09-14,1
226,vesting,0x7a3abf8897f31b56f09c6f69d074a393a905c1ac,2022-05-10,1
227,liquid,0x7ae4bc22d038479c8ad21616450cd5e35d3f03cc,2021-12-06,1
228,liquid,0x7b81e8d4e82796c9b76284fa4d21e57b8b86a06c,2022-11-15,1
229,liquid,0x7be47c62f58e27ac5778a5a8585d9b165a5acd24,2022-11-15,1
230,liquid,0x7be99ca4e6893ef57cf349ab56307628100fea00,2022-03-07,1
231,liquid,0x7d41326b9b72c99a7e23f0f1c176b384419c4507,2022-07-14,137
232,liquid,0x7d58c962356ae66ba91b108751d67ae5d3b022fc,2021-12-06,1
233,liquid,0x7dd4f0b986f032a44f913bf92c9e8b7c17d77ad7,2022-09-14,137
234,liquid,0x7e3d3f0162bdec5c86202a6a59d187fd2aff226f,2022-04-04,1
235,liquid,0x7e6745c248aeaa9d3c7c9aa4bacb7edd5b6f9848,2022-11-16,1
236,liquid,0x7e9e4c0876B2102F33A1d82117Cc73B7FddD0032,2022-06-07,1
237,liquid,0x7ecd1eac2a07974bcbabafee44b5cc44ceee9540,2022-05-10,1
238,liquid,0x7fea50956d5ac9fbed2ef263bdeae0a1467c1524,2021-12-06,1
239,liquid,0x7ffade939718122c400435f86621bea949591c48,2022-11-16,1
240,liquid,0x80c3d0975dd8a1305f5a854606cbe492b00c6b8f,2022-01-03,1
241,liquid,0x80eb9fa0d41f4fa242112c94e748ce47477196df,2022-08-08,1
242,liquid,0x82c9e2ed57d465506a36e822415a6ab230f3319f,2022-12-02,1
243,liquid,0x833793cd7c9592024470ace9769f128dfe63997b,2022-10-20,56
244,liquid,0x8392f6669292fa56123f71949b52d883ae57e225,2021-12-06,1
245,liquid,0x8412ebf45bac1b340bbe8f318b928c466c4e39ca,2022-11-29,1
246,liquid,0x843002b1D545ef7abB71C716e6179570582faA40,2022-08-10,1
247,liquid,0x849d52316331967b6ff1198e5e32a0eb168d039d,2022-01-10,1
248,liquid,0x860a80d33e85e97888f1f0c75c6e5bbd60b48da9,2022-03-28,1
249,liquid,0x86626e1bbbd0ce95ed52e0c5e19f371a6640b591,2022-01-06,1
250,liquid,0x869814034d96544f3c62de2ac22448ed79ac8e70,2021-12-06,1
251,liquid,0x86cbd0ce0c087b482782c181da8d191de18c8275,2022-03-09,1
252,liquid,0x8787f03a9b05ddb37a98ae4ebc17e6c153bf1303,2022-10-03,137
253,liquid,0x87f005317692d05baa4193ab0c961c69e175f45f,2022-10-31,1
254,liquid,0x881d440a7e047335be81bbb27dba6aee9c2aa529,2022-07-31,137
255,liquid,0x883753beab357a2c29f3766c6ad158e72a78ce51,2022-04-13,1
256,liquid,0x886ce997aa9ee4f8c2282e182ab72a705762399d,2022-04-18,1
257,liquid,0x89214c8ca9a49e60a3bfa8e00544f384c93719b1,2022-02-04,1
258,liquid,0x89280695259aBdE078458797C7e1fB4e6D67e172,2022-10-03,56
259,liquid,0x8990e11b69403ea53ef2b32434bbd7dbf84b5234,2021-12-06,1
260,liquid,0x89c51828427f70d77875c6747759fb17ba10ceb0,2022-04-18,1
261,liquid,0x8a0fa5b57fc449114f998c419bd0a6f4ab96b3b2,2022-08-21,137
262,liquid,0x8ac97f9675f84373f587deae0ab0fbddf191fc22,2022-07-27,2
263,liquid,0x8ae0227336a4dbd197954bb87f7f5138d527e3eb,2022-03-09,1
264,liquid,0x8b4f1616751117c38a0f84f9a146cca191ea3ec5,2021-12-06,1
265,liquid,0x8bd458e3950f8a9cbe67ea55cbc209ead43b46f4,2021-12-06,1
266,liquid,0x8c3fa50473065f1d90f186ca8ba1aa76aee409bb,2022-05-19,1
267,liquid,0x8c458e618e4a43a36b6b34fcae2de77a6577b92a,2021-12-06,1
268,liquid,0x8d2ec7025957d09cfb0a8197f9aacd0dcc08b21a,2021-12-06,1
269,liquid,0x8d5ed43dca8c2f7dfb20cf7b53cc7e593635d7b9,2022-03-14,1
270,liquid,0x8da8f82d2bbdd896822de723f55d6edf416130ba,2021-12-06,1
271,liquid,0x8ee7d9235e01e6b42345120b5d270bdb763624c7,2021-12-07,1
272,liquid,0x8f56682a50becb1df2fb8136954f2062871bc7fc,2021-12-06,1
273,liquid,0x8fe59d8fb5ffd3509e5cb3d386be8bdb2d363662,2022-10-20,1
274,liquid,0x9069f8b39899445c0d621823720a077570da46b5,2022-09-04,137
275,liquid,0x90a48d5cf7343b08da12e067680b4c6dbfe551be,2021-12-06,1
276,liquid,0x90dbc54dbfe6363acdba4e54ee97a2e0073ea7ad,2022-03-09,1
277,liquid,0x90e188ae5028dea253d4bf0cc6e7e4bf1e81d1a4,2022-10-31,1
278,liquid,0x9218182671776924da5bf56f69b7272f47a5fb6b,2022-08-08,1
279,liquid,0x926df14a23be491164dcf93f4c468a50ef659d5b,2021-12-06,1
280,liquid,0x92b22149fec19094650f3f99dc141c8f77b03c15,2021-12-08,1
281,liquid,0x934d6B90E3F916a3Ad5d080A674A1e953447Dda3,2022-09-05,1
282,liquid,0x93d2a6369d57fdf8d1c3db22a5eb4623e26a24ae,2021-12-06,1
283,liquid,0x9467cfadc9de245010df95ec6a585a506a8ad5fc,2021-12-06,1
284,liquid,0x9467dcfd4519287e3878c018c02f5670465a9003,2022-05-10,1
285,liquid,0x94a587478c83491b13291265581cb983e7feb540,2022-04-12,1
286,liquid,0x94D879812bd3f831F4Ad1F82452c58352d3d0596,2022-08-11,1
287,liquid,0x95ee70b6ee02a91382690fe39598e626ebb7fad4,2021-12-06,1
288,liquid,0x97103fda00a2b47eac669568063c00e65866a633,2021-12-06,1
289,liquid,0x978505164c7582e8cffbfba5d76b91f51ddfc31c,2022-11-05,2
290,liquid,0x97990b693835da58a281636296d2bf02787dea17,2021-12-06,1
291,liquid,0x97ace434171c7eb426548afc4af188a3c973a38d,2021-12-06,1
292,liquid,0x97b5bcfea315d68f8007ca93bf6020a78dd26d49,2022-04-18,1
293,liquid,0x97eee9c5b9a4b089813365ccf0315c4e9aa6f516,2022-11-16,1
294,liquid,0x980819c152ef9fe5d2e15a999cca2a1b9c45c0ec,2021-12-06,1
295,liquid,0x98329910449586ba244d9edea97496f8ccf1c6be,2022-10-28,1
296,liquid,0x994D91215EC7e6543A770D0278D11B1A61fb52f4,2022-06-28,1
297,liquid,0x99cEF4A71d42C131fd20c0f24f30b0Eb0b22792C,2022-08-11,1
298,liquid,0x99f4176ee457afedffcb1839c7ab7a030a5e4a92,2022-01-05,1
299,liquid,0x9a315bdf513367c0377fb36545857d12e85813ef,2022-04-18,1
300,liquid,0x9a67f1940164d0318612b497e8e6038f902a00a4,2021-12-14,1
301,liquid,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,2021-12-06,1
302,liquid,0x9aa7db8e488ee3ffcc9cdfd4f2eaecc8abedcb48,2022-11-29,1
303,liquid,0x9b512e41efaff944089a5e5f5fa328e261de780f,2022-11-04,2
304,liquid,0x9b57642c2f35f97cb5746bdd1803ed81db6abef4,2022-08-08,1
305,liquid,0x9c1bf454515b41819e305fe032f9958369447212,2022-10-10,137
306,liquid,0x9e281335d5316417eed0c16051e5de4a3c4a2b1d,2021-12-06,1
307,liquid,0x9f0b8d80009382527dbd292f21d0c4598ade972b,2022-04-04,1
308,liquid,0x9f6e831c8f8939dc0c830c6e492e7cef4f9c2f5f,2022-10-31,1
309,liquid,0x9faa327aaf1b564b569cb0bc0fdaa87052e8d92c,2022-03-09,1
310,liquid,0xa0b5eb5464fe4c5f4334a80267e784a961fdd865,2022-11-08,1
311,liquid,0xa357c5dc01d8ab4f3af519b0537468391e3e0976,2021-12-06,1
312,liquid,0xa39b44c4affbb56b76a1bf1d19eb93a5dfc2eba9,2022-02-24,1
313,liquid,0xa3c299eee1998f45c20010276684921ebe6423d9,2022-09-15,1
314,liquid,0xa3cf824160e5ec3dccccb44c2552eee45a44aaeb,2021-12-06,1
315,liquid,0xa406c9b6c115a65da97ec7256d0a1ff51f281f71,2022-04-13,1
